id,vehicleType,startNodeId,endNodeId,startX,startY,endX,endY,length,width,height,weightKg,maxSpeedKmh,accelMps2,driverAge,responseTimeSec,homeAmenityId,homeDepotName
5116,car,11840500183,trim_2180,1691.9,-750.42,-36.37,-743.67,4.86,1.89,1.48,1479,97.5,3.08,51,0.732,,
5117,car,11491678304,9843433155,114.06,976.96,1164.83,616.51,4.19,1.66,1.57,1881,110.6,2.33,22,0.756,,
5118,car,trim_2441,trim_5928,-2222.39,1302.37,2336.64,-1328.11,4.53,1.72,1.48,1173,111.8,3.02,48,0.876,,
5119,car,trim_8409,trim_9217,-1603.68,175.06,2034.7,286.55,5.03,1.85,1.53,1365,104.7,2.84,24,0.833,,
5120,car,trim_227,trim_5115,802.78,311.66,2272.95,-631.08,4.83,1.79,1.35,1188,98.3,2.4,78,0.806,,
5121,car,trim_7789,6925898204,-665.9,-1206.74,-1796.99,-1552.15,4.57,1.66,1.48,1654,100.4,2.47,45,0.765,,
5122,car,trim_2238,trim_4561,-78.99,-443.96,-927.39,1500.65,4.23,1.69,1.61,1113,99.3,2.72,40,0.691,,
5123,firetruck,trim_9675,12134115459,-1493.9799484953007,-1226.069541895515,-348.37,832.91,10.62,2.57,3.09,12210,99.1,1.75,73,0.595,a_11198925348,Police station (amenity a_11198925348)
5124,car,trim_3659,9859566824,-1105.89,-1353.77,-916.73,161.91,4.64,1.67,1.51,1443,93.3,3.13,17,0.855,,
5125,car,9853262754,trim_642,1432.72,437.81,-2257.96,466.51,4.97,1.85,1.57,1126,95.5,2.28,36,0.895,,
5126,car,trim_6473,trim_6973,1654.2,192,2092.36,593.05,4.81,1.6,1.4,1596,98.4,3.17,22,0.697,,
5127,car,12123899062,4227798266,-1699.48,-1018.89,1969.78,37.21,4.6,1.82,1.52,1336,113.0,2.41,20,0.878,,
5128,car,trim_6533,trim_5683,895.15,-869.66,1789.734492918178,-867.2603581740915,4.35,1.85,1.42,1178,101.3,2.77,40,0.752,,
5129,bus,trim_7103,trim_420,-731.32,1169.11,-1919.37,148.19,8.13,2.52,3.18,8425,74.4,1.13,57,0.863,,
5130,car,9853262763,9852770086,1251.22,-312.31,1900.76,-1781.87,4.24,1.83,1.44,1721,111.8,2.45,36,0.799,,
5131,car,trim_3268,9843084745,498.12,-43.47,-2343.44,716.07,4.94,1.8,1.61,1141,96.3,2.7,66,0.687,,
5132,car,2960358831,trim_2356,-2340.09,-519.66,-1748.83,-1002.1,4.25,1.88,1.41,1461,91.0,2.28,59,0.715,,
5133,car,trim_9092,8838171076,1578.68,-347.91,-1079.45,-428.16,4.56,1.7,1.59,1411,112.7,2.88,49,0.817,,
5134,car,9168959363,9843692467,1302.35,-322.92,2271.54,1013.39,5.02,1.93,1.43,1028,116.1,2.57,50,0.897,,
5135,car,trim_3657,2960336719,-1235.71,-1270.93,-1427.42,87.5,4.11,1.66,1.65,1434,109.2,2.85,51,0.894,,
5136,car,6202105974,trim_2289,688.82,-315,2161.2463886151163,1082.584996618487,4.5,1.88,1.45,1180,97.4,3.14,68,0.721,,
5137,car,9852348493,trim_3173,-1647.84,-130.07,-443.09,141.74,4.24,1.83,1.45,1761,93.3,2.89,35,0.689,,
5138,car,5170783082,trim_118,1890.4,315.01,-691.17,538,4.93,1.81,1.65,1438,91.1,2.77,73,0.832,,
5139,car,11176516538,4227798473,-525.4,-813.39,2093,536.59,4.4,1.87,1.38,1246,117.5,2.88,45,0.843,,
5140,motorcycle,trim_7905,trim_2105,33.24,914.83,355.64,-213.1,1.85,0.75,1.33,236,97.4,4.11,42,0.777,,
5141,car,trim_1883,trim_855,-413.36,-1117.89,-1166.67,-82.01,4.74,1.9,1.38,1258,107.9,3.13,43,0.838,,
5142,firetruck,11133588049,12130995841,-1783.42,-995.27,-1029.97,232.46,10.13,2.43,3.02,19475,81.7,2.19,66,0.632,a_11198955917,Police station (amenity a_11198955917)
5143,car,trim_462,1680242502,-2125.06,-19.63,-2553.57,289.16,4.49,1.69,1.6,1701,103.4,3.19,73,0.78,,
5144,car,12096791261,9843385451,1102.85,81.9,-1499.19,743.54,4.07,1.63,1.38,1555,97.5,2.31,34,0.748,,
5145,car,trim_9270,trim_7143,-1801.94,1106.98,-2375.51,222.92,5.04,1.83,1.5,1686,110.6,2.91,59,0.707,,
5146,motorcycle,trim_8012,trim_6161,-1128.48,-893.32,-1372.94,-684.98,2.14,0.72,1.34,163,88.2,3.87,54,0.829,,
5147,car,2960336644,trim_6106,-1521.21,-155.79,-1787.89,386.18,4.59,1.71,1.59,1762,117.5,2.49,65,0.67,,
5148,ambulance,9885134827,trim_4854,-2458.11,-490.46,241.15,-1162.2,5.64,2.13,2.41,3216,129.6,3.43,58,0.663,bn_6888421991,Hospital (building bn_6888421991)
5149,car,trim_8914,4227798395,2261.6,-986.87,2099.32,343.21,4.55,1.83,1.62,1585,90.9,2.32,46,0.736,,
5150,car,9168883584,trim_3599,-698.78,-1316.78,-265.11,277.85,4.25,1.63,1.52,1105,90.9,2.85,38,0.714,,
5151,car,trim_7409,4227743658,2014.11,186.71,785.33,-1500.42,4.83,1.91,1.64,1488,100.8,2.87,74,0.965,,
5152,car,trim_7277,trim_4278,-1647.7633881733411,-1112.3859455564268,1938.58,-343.68,4.96,1.64,1.45,1461,90.2,2.63,72,0.93,,
5153,car,trim_3208,9852378891,177.64,285.66,-1987.15,-1015.29,4.85,1.86,1.46,1618,108.0,3.17,57,0.72,,
5154,car,trim_2015,9854981027,1474.66,404.36,1775.63,-627.56,4.92,1.69,1.57,1475,96.7,2.56,80,0.87,,
5155,car,trim_7288,4224980813,-1619.32,-572.66,-2424.92,363.25,5.0,1.74,1.54,1071,111.5,2.62,52,0.669,,
5156,car,12372946961,trim_4092,-651.6711005471359,-427.6122565502343,1461.41,528.36,4.16,1.7,1.46,1315,116.8,2.4,79,0.801,,
5157,car,9857635280,trim_1771,-747.06,-1016.31,-35.84,-1303.21,4.51,1.68,1.39,1243,118.9,2.41,27,0.678,,
5158,car,trim_8853,trim_366,2274.59,-1004.12,-2226.14,96.68,4.87,1.79,1.37,1288,93.1,3.04,36,0.859,,
5159,motorcycle,9857350832,trim_6766,-2006.2,241.85,-522.28,225.09,2.05,0.74,1.16,184,81.3,4.2,71,0.774,,
5160,car,trim_3572,trim_50,531.59,-961.64,87.5,261.19,4.41,1.81,1.5,1886,113.7,3.07,61,0.751,,
5161,car,trim_3909,trim_6572,1711.57,268.41,777.94,-1285.31,4.48,1.75,1.45,1826,102.4,3.18,72,0.852,,
5162,car,trim_4624,trim_7641,-627.27,612.09,350.21,-236.88,4.81,1.71,1.49,1302,96.5,2.41,45,0.81,,
5163,car,trim_6367,12278350544,2360.39,852.92,2332.07,-1344.64,4.67,1.8,1.39,1658,97.4,2.74,66,0.906,,
5164,car,trim_7972,2960312498,-1005.36,392.05,-1146.37,-189.77,4.79,1.91,1.59,1257,94.0,3.17,40,0.866,,
5165,motorcycle,trim_1195,trim_3239,-1763.49,-647,-250.22,581.44,2.02,0.78,1.29,178,94.0,3.82,57,0.785,,
5166,car,trim_7527,trim_6353,-1084.87,-966.38,2245.84,1151.44,4.5,1.93,1.58,1621,91.2,3.04,59,0.726,,
5167,car,trim_891,11499317445,-1209.63,-266.47,-294.8,1059.1,4.48,1.68,1.47,1678,101.7,3.18,30,0.702,,
5168,car,trim_9303,trim_1812,-1539.74,1146.29,-25.63,-1011.64,4.88,1.88,1.62,1190,91.7,2.48,39,0.674,,
5169,car,trim_7639,12088417514,336.91,-276.23,-2290.09,695.5,4.65,1.94,1.52,1734,117.1,2.5,73,0.871,,
5170,car,9168966417,9843336861,1056.02,1208.55,1174.86,1618.05,4.24,1.85,1.62,1083,97.0,2.54,73,0.938,,
5171,truck,trim_780,trim_5076,-1222.41,-486.59,2477.77,403.25,11.59,2.37,3.14,10183,74.7,1.06,26,0.695,,
5172,car,4227743723,trim_7167,222.2,-1095.8,-1818.63,108.4,4.92,1.82,1.54,1799,92.0,2.41,17,0.956,,
5173,car,11499313286,9168946292,-393.84,1013.55,1642.43,433.02,4.52,1.69,1.35,1497,99.7,3.12,76,0.936,,
5174,car,trim_6103,trim_798,-1801.06,470.36,-1042.6,78.72,4.09,1.94,1.64,1544,106.2,2.4,68,0.825,,
5175,motorcycle,trim_1693,7249090938,103.63,-1415.51,238.34,1063.65,2.11,0.79,1.1,175,86.7,3.36,17,0.942,,
5176,car,11983071287,trim_6253,1116.1,1249.31,-581.15,-1235.57,4.24,1.69,1.41,1212,103.0,2.66,41,0.886,,
5177,car,9852465867,trim_6360,-1825.39,-1318.12,2187.09,952.83,4.33,1.93,1.44,1606,92.3,2.49,62,0.872,,
5178,car,2960361441,trim_4311,-2519.12,-166.61,875.79,738.15,5.0,1.85,1.51,1455,109.4,2.21,52,0.815,,
5179,car,trim_4838,trim_5241,-453.09,-915.36,1901.81,-47.38,5.05,1.88,1.41,1838,91.9,2.82,80,0.945,,
5180,motorcycle,11909847464,n_9785,2414.84,-1045.81,-1369.7778246735345,437.52391284615993,2.16,0.78,1.25,207,84.4,3.1,20,0.929,,
5181,car,trim_6194,trim_2948,-1336.53,-853.03,-2131.93,1056,4.87,1.84,1.63,1433,96.9,2.93,34,0.813,,
5182,car,9853262753,9854981035,1442.31,432.44,2119.27,-599.17,4.74,1.89,1.44,1666,105.6,3.0,27,0.806,,
5183,motorcycle,9857750390,trim_2506,-267.33,-658.02,153.45,1535.48,1.93,0.65,1.38,141,102.8,3.4,35,0.735,,
5184,motorcycle,4225076179,trim_8541,-2272.51,837.6,-779.92,783.37,1.87,0.8,1.16,231,95.0,3.82,76,0.947,,
5185,car,trim_6449,11491033550,1775.17,374.26,-211.72,-1043.06,4.24,1.65,1.55,1171,91.7,2.27,72,0.948,,
5186,car,12141479865,trim_8872,-2237.58,952.05,2467.79,-940.53,4.1,1.7,1.42,1533,113.1,2.9,38,0.882,,
5187,car,trim_3478,trim_2507,255.82,-524.97,177.43,1204.44,4.99,1.61,1.57,1137,115.5,2.34,21,0.731,,
5188,car,trim_3760,trim_4834,-763.26,-1138.99,-524.72,-890.16,4.22,1.62,1.46,1142,115.2,2.49,24,0.886,,
5189,car,trim_9062,5170637571,-1760.54,947.19,1536.32,-102.85,4.86,1.88,1.6,1829,108.3,2.29,76,0.992,,
5190,car,2960312452,trim_7290,-1037.98,315.96,-1600.37,-490.73,4.48,1.67,1.64,1113,116.1,2.5,79,0.882,,
5191,car,trim_7179,12124058136,532.34,1090.8,-859.65,-1006.28,4.69,1.62,1.38,1869,99.3,2.25,19,0.842,,
5192,motorcycle,trim_7569,2960336788,-438.8,-1095.2,-1185.32,373.14,2.26,0.81,1.12,168,82.9,3.72,36,0.861,,
5193,car,trim_9579,9168951487,-598.13,1111.47,502.29,-1134.58,4.35,1.65,1.59,1455,90.8,2.24,69,0.925,,
5194,car,4227798196,trim_953,2110.72,-101.63,-492.87,-234.72,4.3,1.8,1.46,1039,99.0,2.84,58,0.815,,
5195,car,n_9701,trim_652,1056.4920937543357,841.5847985126658,-1921.76,509.05,4.82,1.61,1.43,1727,112.8,2.68,18,0.962,,
5196,car,trim_6599,4227743911,1861.22,-682.72,-1529.38,1504.75,4.61,1.89,1.45,1114,96.7,2.37,48,0.724,,
5197,car,2970305302,trim_7636,686.13,-192.54,347.19,-238.11,4.75,1.71,1.55,1776,110.5,2.27,43,0.77,,
5198,car,trim_573,trim_7858,-1970.15,534.42,786.37,822.14,4.03,1.68,1.41,1488,95.9,3.0,19,0.819,,
5199,car,trim_2902,11499173751,-1758.74,950.51,195.08,1207.38,4.74,1.86,1.6,1333,116.9,3.09,41,0.692,,
5200,bus,trim_9325,trim_5062,-905.75,-1166.13,2415.09,-716.91,7.11,2.42,3.06,9349,81.0,0.93,54,0.796,,
5201,car,trim_6493,11983071049,1582.02,-346.88,1233.56,1234.78,4.83,1.85,1.52,1757,114.7,2.86,73,0.912,,
5202,motorcycle,9844249456,trim_19,-2236.6,1432.31,-2552.11,-101.92,2.11,0.83,1.12,145,88.2,3.02,21,0.817,,
5203,car,trim_9685,trim_6120,1916.52,-626.53,-1340.61,-57.93,4.37,1.87,1.5,1324,105.4,2.55,59,0.651,,
5204,car,trim_8840,9843992522,2456.76,-1196.22,-2243.62,1213.06,4.14,1.65,1.64,1482,91.0,2.95,51,0.803,,
5205,police,9858066412,2960299862,-27.73,-857.12,-1250.21,-729.15,4.83,1.95,1.6,1866,115.9,3.26,38,0.654,a_1208663940_c,Police Station
5206,car,4219134358,5170679561,344.34,-1911.01,-1317.12,774.76,4.96,1.84,1.46,1774,100.6,2.6,59,0.867,,
5207,car,12128949196,trim_5236,1878.65,948.25,2194.82,-714.76,4.17,1.65,1.54,1016,95.7,2.91,79,1.028,,
5208,car,trim_3688,9855373893,-1239.49,-1173.03,2303.61,-1268.27,4.77,1.76,1.46,1191,95.5,2.98,51,0.749,,
5209,car,trim_6412,trim_1542,2367.23,818.48,-1014.06,-958.86,4.21,1.73,1.63,1089,103.0,2.83,21,0.679,,
5210,car,trim_7667,trim_3913,-103.44,-1.71,1737.63,243.2,4.8,1.81,1.5,1203,90.5,2.65,72,0.917,,
5211,police,trim_9675,trim_5594,-1493.9799484953007,-1226.069541895515,2071.2,338.57,4.84,1.88,1.46,2042,126.8,3.97,44,0.644,a_11198925348,Police station (amenity a_11198925348)
5212,ambulance,trim_4774,trim_7358,1019.19,653.82,2116.06,-610.33,6.43,2.24,2.54,3714,116.9,2.8,28,0.542,bn_6906240215,Hospital (building bn_6906240215)
5213,car,2970305320,4225077445,-291.75,88.59,-2621.67,1075.12,4.84,1.9,1.59,1777,99.6,2.3,57,0.683,,
5214,car,trim_5268,trim_1543,2203.84,-30.53,-1010.9,-950.44,4.41,1.88,1.63,1143,120.0,3.1,22,0.658,,
5215,car,3840470130,trim_6233,502.24,1465.74,-997.74,-1095.82,4.22,1.89,1.45,1486,106.0,2.54,21,0.696,,
5216,car,2960366912,trim_2881,-1501.35,-629.14,-1803.77,485.62,5.05,1.69,1.64,1477,104.7,3.18,78,1.026,,
5217,car,trim_16,3887993335,-2448.02,30.96,1700.31,1151.2,4.29,1.65,1.42,1073,106.8,2.87,36,0.851,,
5218,car,trim_5961,trim_9605,182.96,1073.73,-863.72,504.04,4.12,1.71,1.39,1479,105.3,2.27,45,0.885,,
5219,car,trim_7179,trim_3594,532.34,1090.8,-276.96,349.22,4.96,1.77,1.54,1837,104.5,2.82,41,0.804,,
5220,car,trim_8880,4227798448,2213,-461.85,2137.86,460.38,4.17,1.72,1.6,1752,114.0,2.94,75,0.751,,
5221,car,trim_143,4227798297,288.53,-700.36,2496.59,104.63,4.39,1.85,1.57,1208,98.7,2.45,50,0.789,,
5222,motorcycle,trim_959,2960328325,-658.61,-347.82,-1683.61,-73.76,2.08,0.78,1.1,168,94.1,3.44,46,0.818,,
5223,car,trim_8683,trim_5320,590.39,581.53,1591.25,-434.34,5.07,1.82,1.35,1548,96.8,2.22,29,0.848,,
5224,car,trim_5218,5170823221,1200.75,-106.43,874.79,341.11,4.24,1.63,1.38,1270,104.7,2.57,75,0.884,,
5225,car,trim_6896,trim_6523,-2347.02,1485.98,-349.27,-507.86,4.08,1.75,1.41,1455,112.2,3.14,45,0.885,,
5226,car,trim_5824,trim_3560,-682.14,705.48,-474.57,464.29,4.33,1.69,1.58,1813,119.2,3.09,18,0.938,,
5227,car,trim_1682,trim_58,-263.59,-1357.08,154.4,-131.43,4.61,1.78,1.51,1088,101.8,2.43,74,0.903,,
5228,truck,9852371324,trim_3954,-1727.93,-767.75,1827.19,387.94,7.96,2.45,3.61,5317,64.5,1.2,34,0.877,,
5229,car,trim_6539,12099987486,660.06,-1134.99,-425.14,1282.48,4.42,1.72,1.44,1481,103.0,2.72,69,0.744,,
5230,car,trim_7974,11983071287,-997.15,417.98,1116.1,1249.31,5.0,1.89,1.48,1047,118.7,2.37,44,0.841,,
5231,car,11491066026,trim_3523,-232.37,-1412.09,1156.43,-671.49,4.53,1.71,1.43,1789,94.2,3.17,53,0.657,,
5232,car,11176413076,9168850610,-1040.03,-508.24,-1481.18,239.96,4.38,1.71,1.4,1330,117.8,2.37,47,0.68,,
5233,car,trim_421,11161018547,-1918.48,143.28,2204.2283213849464,-1476.818868357523,4.55,1.83,1.57,1657,114.5,2.95,27,0.713,,
5234,car,9885134840,trim_434,-2514.71,-656.31,-2373.14,49.56,4.57,1.66,1.42,1572,115.1,3.1,21,0.797,,
5235,car,trim_6501,9852465855,249.68,11.1,-2364.45,-828.06,4.31,1.95,1.51,1850,109.2,3.1,24,0.83,,
5236,car,5170655693,9855691354,2086.02,-47.77,2437.57,-888.29,4.16,1.87,1.47,1795,111.7,3.17,28,0.708,,
5237,car,9852938582,trim_3253,-1614.08,208.16,334.46,-200.32,4.48,1.88,1.42,1053,115.9,2.52,60,0.839,,
5238,car,trim_1936,4225219737,-464.06,-1419.49,-583.53,-1101.16,4.43,1.7,1.51,1811,93.4,3.08,61,0.766,,
5239,car,9861682132,11001379064,-1528.03,513.98,-2369.52,-1043.61,4.12,1.8,1.57,1824,106.9,2.34,40,0.805,,
5240,ambulance,trim_2223,trim_8213,2206.52,-1465.35,-2457.83,972.69,5.91,2.04,2.69,3905,119.2,2.71,16,0.728,a_1086642598_c,SHIKHA ACUPUNCTURE SANATORIUM
5241,car,trim_8176,9859639824,2031.63,-789.23,-410.3,-234.21,4.84,1.76,1.45,1407,101.2,2.55,35,0.899,,
5242,car,trim_2285,trim_2741,2092.27,1066.77,-2373.68,543.95,4.47,1.67,1.42,1749,113.9,2.62,41,0.743,,
5243,car,trim_7638,trim_6838,274.62,-203.63,-2280.87,287.53,4.12,1.63,1.47,1048,91.8,3.06,58,0.783,,
5244,car,5170655703,9843556956,2416.18,-5.28,2480.749253905754,1145.5430978664403,4.28,1.87,1.62,1831,101.8,2.35,24,0.662,,
5245,car,9852465891,trim_9242,-1542.72,-1439.23,-522.23,-187.82,4.76,1.93,1.5,1429,110.5,2.8,66,0.758,,
5246,car,trim_7731,trim_4154,-49.95,-86.91,-543.59,1116.39,5.04,1.63,1.35,1222,91.4,3.11,80,0.948,,
5247,car,4227798273,trim_3265,2240.8,53.98,-131.8,347.31,4.86,1.82,1.58,1617,96.1,3.11,66,0.73,,
5248,car,trim_5133,trim_2021,2252.6,-24.23,1498.19,254.86,4.66,1.67,1.42,1640,116.0,3.07,36,0.85,,
5249,car,trim_1666,9988275074,-581.2,-1684.79,-494.75,1180.23,4.32,1.85,1.48,1748,103.6,2.28,36,0.882,,
5250,car,4227798523,5171030837,1092.04,1763.21,-1994.89,779.94,4.07,1.67,1.37,1083,101.6,2.42,34,0.68,,
5251,car,9843336870,9857996500,1380.03,1559.7,-981.91,306.52,4.5,1.87,1.48,1314,98.3,2.27,49,0.772,,
5252,car,9168966444,trim_9616,1180.06,1611.88,-217.38,-464.35,4.03,1.7,1.42,1201,118.8,2.93,65,0.797,,
5253,car,trim_2607,trim_2906,-1547.35,791.8,-2159.71,1047.59,4.11,1.75,1.49,1135,114.4,2.44,68,0.845,,
5254,car,5170823231,2962837680,1110.81,437,-123.87,-1416.16,4.44,1.61,1.65,1531,118.4,2.37,43,0.81,,
5255,car,trim_5200,12109680697,2150.53,-91.62,1346.95,1363.49,4.61,1.91,1.49,1442,96.1,2.83,69,0.745,,
5256,car,7121548955,trim_9165,504.62,1606.73,2252.83,840.21,4.12,1.93,1.52,1678,112.3,2.34,77,0.879,,
5257,car,trim_5846,trim_7533,-899.62,879.07,-278.47,-1371.49,4.74,1.93,1.46,1617,114.4,2.82,43,0.725,,
5258,car,9857157159,9852391727,1805.1,-222.39,-2049.8,-1025.58,4.58,1.88,1.35,1558,103.5,2.88,74,0.929,,
5259,car,9859655315,11909847464,316.91,-1248.09,2414.84,-1045.81,4.65,1.8,1.61,1359,119.8,3.05,28,0.747,,
5260,car,trim_5762,trim_8860,-1966.19,-1059.26,2320.04,-932.14,4.17,1.86,1.64,1851,106.3,2.77,32,0.792,,
5261,motorcycle,trim_8520,4227798442,-1325.48,-981.33,1439.91,437.74,1.99,0.81,1.36,220,94.7,4.24,45,0.806,,
5262,car,9859601728,trim_7619,-1018.14,-465.35,235.97,-183.14,4.95,1.64,1.42,1010,113.7,2.65,63,0.653,,
5263,car,trim_4161,3840460028,924.73,406.38,-2207.07,1290.27,4.61,1.64,1.41,1459,113.4,2.77,28,0.667,,
5264,car,11499317442,trim_1899,-289.93,1087.38,-315.75,-1142.75,4.87,1.83,1.35,1887,109.3,2.8,79,0.911,,
5265,ambulance,9855373893,12131213903,2303.61,-1268.27,-888.64,154.14,6.42,2.2,2.73,3574,112.1,3.52,38,0.543,a_1408808783_c,Manipal Hospital
5266,car,9858060945,trim_4393,572.35,416.96,2426.66,1029.55,4.46,1.69,1.62,1497,90.1,3.09,19,0.746,,
5267,car,trim_2190,trim_5770,-682.54,183.13,-1032.36,-1593.66,4.33,1.89,1.48,1875,102.4,2.29,62,0.79,,
5268,car,trim_1494,6928966679,-1280.11,-1232.54,-1671.21,-1446.64,5.09,1.9,1.46,1448,91.6,3.11,41,0.699,,
5269,car,9168861179,2960312589,-1209.86,-804.49,-556.75,-360.39,4.22,1.94,1.57,1239,108.7,2.91,39,0.844,,
5270,motorcycle,9843592175,trim_2913,2017.54,621.37,-2115.55,938.46,1.84,0.75,1.14,194,93.4,4.46,53,0.692,,
5271,car,trim_5818,12139823102,-579.8691953133541,602.4099501291985,2038.06,-1443.5,4.35,1.79,1.43,1050,110.5,3.09,74,0.746,,
5272,car,4227798344,trim_4067,2589.57,216.87,-397.96,1092.1,4.33,1.65,1.58,1120,98.0,3.07,57,0.852,,
5273,car,9852405447,9852378910,-2365.88,-294.62,-1941.51,-1024.86,4.51,1.81,1.43,1424,105.0,3.04,25,0.825,,
5274,car,9852893330,trim_7991,-1729.95,-1337.58,-1417.97,-1187.27,4.05,1.68,1.56,1654,91.4,3.12,73,0.872,,
5275,firetruck,9858066412,1680212836,-27.73,-857.12,-1655.24,637.38,9.5,2.59,3.02,13431,80.3,2.12,47,0.622,a_1208663940_c,Police Station
5276,car,trim_2732,trim_8749,-2312.08,1237.47,-334.78,1457.49,4.85,1.68,1.4,1223,99.6,2.34,55,0.675,,
5277,car,trim_3251,trim_4495,339.1,-149.91,-938.53,1317.43,4.72,1.74,1.54,1098,112.2,3.09,37,0.74,,
5278,car,trim_5378,trim_4806,2510.46,17.61,-1265.23,1196.91,4.9,1.8,1.38,1796,107.1,2.6,49,0.737,,
5279,car,trim_4542,4225219697,-592.58,944.82,-877.93,-1465.03,4.34,1.76,1.47,1374,108.4,2.42,54,0.862,,
5280,truck,trim_3993,trim_2561,-472.57,1149.45,2547.39,770.24,10.97,2.5,2.73,6623,78.6,1.19,63,0.819,,
5281,bus,12088417515,2962860489,-2299.29,687.92,-347.27,-1001.23,7.18,2.55,3.44,12270,62.5,1.22,17,0.871,,
5282,car,trim_7192,trim_294,90.29,762.05,-111.24,-401.74,4.89,1.78,1.63,1847,107.3,2.49,21,0.8,,
5283,motorcycle,2960326622,4227798263,-2100.4065779405582,-706.6598558761236,2550.92,31.61,2.3,0.75,1.25,221,83.4,3.85,44,0.847,,
5284,firetruck,trim_9675,trim_353,-1493.9799484953007,-1226.069541895515,-1761.04,488.18,8.68,2.45,3.23,15960,93.1,1.78,70,0.563,a_11198925348,Police station (amenity a_11198925348)
5285,car,2960299858,trim_710,-1404.32,-1172.12,-1346.12,802.89,4.06,1.94,1.56,1809,104.0,2.51,19,0.757,,
5286,car,trim_2218,trim_1818,2120.95,-1187.02,-124.24,-982.27,4.71,1.76,1.6,1556,91.1,2.39,79,0.873,,
5287,car,3887993286,9168901721,1391.1,1027.17,-685.47,-1400.78,4.56,1.89,1.45,1657,97.6,2.38,73,0.89,,
5288,firetruck,11133588049,trim_4442,-1783.42,-995.27,1146.34,735.38,9.07,2.55,3.19,18093,89.9,1.79,16,0.817,a_11198955917,Police station (amenity a_11198955917)
5289,car,trim_126,9853262770,152.63,-789.35,1336.66,133.98,4.28,1.93,1.41,1588,117.0,2.89,55,0.809,,
5290,motorcycle,trim_6591,trim_5581,590.45,-1416.54,1651.99,-214.88,1.8,0.72,1.1,141,84.2,3.02,65,0.741,,
5291,car,2960299868,trim_3611,-1438.41,-202.59,-752.03,-721.6,4.77,1.84,1.63,1234,104.6,2.27,45,0.725,,
5292,car,trim_9567,trim_3936,-324.51,-461.12,830.1,54.77,4.07,1.7,1.54,1357,99.4,3.1,44,0.692,,
5293,car,trim_2492,4225324747,-14.94,1136.93,820.16,512.43,4.78,1.69,1.45,1378,103.7,2.39,27,0.694,,
5294,car,trim_3317,trim_1884,-129.43,-256.94,-395.14,-1199.41,4.13,1.8,1.52,1138,119.4,3.01,67,0.918,,
5295,car,4225077476,9857826607,-1877.28,1148.06,307.96,-157.84,4.05,1.71,1.56,1637,91.2,2.53,65,0.78,,
5296,motorcycle,trim_7623,9860068755,198.22,21.48,826.62,-1355.68,2.23,0.69,1.12,118,96.9,4.36,58,0.716,,
5297,car,trim_3343,4227798098,-227.1,-219.24,1615.01,-479.76,4.2,1.67,1.56,1821,115.8,3.13,56,0.882,,
5298,car,trim_7297,trim_7490,-1279.72,-596.67,-822.26,197.23,4.83,1.65,1.53,1182,107.7,2.34,44,0.702,,
5299,car,trim_8215,trim_8458,-1851.71,1021.31,1891.91,636.12,4.28,1.71,1.56,1195,119.9,2.61,18,0.864,,
5300,car,9843119614,trim_7903,-1556.1,1042.28,-74.44,925.64,4.21,1.74,1.5,1169,98.2,2.32,63,0.857,,
5301,car,5170679563,trim_3029,-1328.06,782.03,-1241.55,1409.62,4.74,1.95,1.51,1302,106.3,2.7,46,0.68,,
5302,car,9855373897,trim_6430,2247.08,-1298.64,1977.63,443.05,4.71,1.65,1.5,1177,111.9,2.5,72,0.924,,
5303,car,4227798192,9855014979,1963.99,-115.33,835.6,115.62,4.4,1.74,1.62,1086,105.9,2.26,68,0.832,,
5304,car,2960336746,trim_4229,-1373.44,341.08,-93.91,841.61,4.86,1.66,1.39,1032,114.7,2.96,43,0.67,,
5305,car,trim_5849,4227798100,2260.16,-803.28,1534.1,-469.38,4.37,1.88,1.49,1498,100.1,2.64,29,0.703,,
5306,car,trim_6361,trim_4543,2182.92,824.93,1419.26,-447.24,5.1,1.89,1.53,1569,110.5,2.72,17,0.838,,
5307,motorcycle,trim_5188,9857987894,2307.53,-655.94,-516.5,288.65,2.08,0.82,1.27,148,98.6,3.48,61,0.723,,
5308,car,trim_850,5170787192,-1254.72,-15.24,1818.82,508.24,4.89,1.71,1.43,1466,100.1,2.71,21,0.747,,
5309,car,trim_238,trim_2433,1058.62,418.22,-396.92,1382,4.26,1.87,1.49,1475,118.8,2.78,52,0.805,,
5310,car,trim_7046,trim_1527,1059.58,-1242.91,-1026.02,-982.33,4.95,1.71,1.43,1001,91.2,2.99,20,0.823,,
5311,car,trim_7497,9844249448,-983.55,-354.95,-2154.91,809.84,4.34,1.72,1.54,1095,107.0,2.77,18,0.787,,
5312,car,trim_4257,trim_4691,1009.64,196.79,1394.27,1.66,4.85,1.76,1.41,1480,116.9,3.08,58,0.707,,
5313,car,trim_765,trim_1476,-737.39,-497.74,-1528.46,-961.66,4.24,1.67,1.47,1816,103.5,2.55,79,0.935,,
5314,car,trim_828,4225172246,-1371.85,121.62,531.39,-381.94,4.59,1.64,1.58,1843,110.9,2.79,29,0.847,,
5315,car,trim_1905,9852938592,-124.62,-1148.37,-1489.26,-59.42,4.24,1.69,1.56,1468,106.8,2.98,18,0.816,,
5316,car,trim_6712,trim_2447,1392.6,774.81,-2467.393878901492,467.56761913341455,4.19,1.7,1.39,1116,114.8,2.29,57,0.725,,
